Image_name,center_x,center_y,len_a,len_b,angle_in_radian
011574.jpg,109,107,190,226,1.395188949253671
011575.jpg,109,105,154,180,0.7154440455169827
011577.jpg,115,105,177,206,2.0787935057791844
011578.jpg,109,111,202,220,0.38527568660769634
011580.jpg,114,109,158,172,0.09047570487131647
011581.jpg,108,119,222,233,0.5427720041292426
011582.jpg,205,61,63,132,0.04379020384017239
011584.jpg,109,113,173,186,1.4582171838242495
030471.jpg,113,104,159,215,1.2618593871755082
030474.jpg,114,110,207,238,1.4617542612260381
030476.jpg,107,116,138,194,2.4440100966088356
030478.jpg,107,101,171,222,2.0830224724321753
030479.jpg,118,122,182,207,1.5639967438997062
030480.jpg,112,117,215,251,0.5992095142131201
030483.jpg,118,124,164,200,1.7118525181437065
030488.jpg,108,113,202,215,1.791243613925895
030490.jpg,123,113,168,186,1.5814147495352058
030495.jpg,115,110,184,196,1.4635349838889198
030496.jpg,184,31,87,128,1.9776658223378234
030497.jpg,111,112,201,227,0.5026774148383135
030498.jpg,104,115,174,182,2.736975127064637
030500.jpg,114,114,205,206,1.9162911444880752
030501.jpg,114,113,131,167,1.5123531235150531
030502.jpg,110,114,214,247,2.870466875653186
030503.jpg,119,99,204,234,0.3582778577675045
030504.jpg,113,107,107,147,1.6141645735662917
030505.jpg,114,114,195,240,1.2256133652653662
030506.jpg,113,121,211,260,0.8823313015429071
030507.jpg,102,86,205,231,1.7936077020255585
030508.jpg,111,105,187,199,2.0023874141048106
030509.jpg,111,100,198,227,1.597890928251199
030510.jpg,122,120,200,212,1.811337430666652
021582.jpg,122,108,186,255,0.9464706069202664
021584.jpg,99,56,91,190,1.5313635663243657
021585.jpg,106,113,194,196,1.4757000374322924
021586.jpg,110,117,207,233,3.0547022293359953
021588.jpg,119,113,170,222,2.0868726044201034
021590.jpg,105,86,152,240,1.0183669016046997
021592.jpg,103,107,239,258,0.7990953335159439
021594.jpg,99,111,204,209,0.41002857051749236
021595.jpg,118,106,177,196,3.040687344099454
021596.jpg,105,118,209,250,0.532467434923399
021597.jpg,99,116,209,234,1.5216147988380218
021598.jpg,108,114,214,233,2.852370429729989
021599.jpg,117,112,183,215,0.5876302895305373
021601.jpg,99,116,186,229,1.729741370659932
021603.jpg,100,114,171,249,1.0187864160554143
021604.jpg,109,120,184,199,0.11607756292473768
021605.jpg,103,108,188,214,1.6776866913610253
021606.jpg,109,107,211,232,2.556036234179128
021607.jpg,120,110,232,240,0.7670575056022906
028523.jpg,109,101,189,215,0.5176200122405846
028524.jpg,112,105,194,235,1.9575736034937206
028525.jpg,114,103,203,212,2.8495038031326274
028527.jpg,101,116,204,221,1.4470276461881724
028529.jpg,121,112,155,184,0.22621975537277256
028530.jpg,110,112,164,195,1.6935906899168152
028536.jpg,109,120,140,176,1.996464943314638
028538.jpg,126,94,183,217,0.7473752138289782
028539.jpg,133,119,162,182,2.1096045485366925
028540.jpg,114,108,164,210,1.0035943470380302
028541.jpg,103,108,220,249,2.543616049803325
028543.jpg,104,111,179,208,2.1513619823227534
028544.jpg,114,116,207,225,2.1447141996096977
028545.jpg,110,108,161,218,2.8972396340917532
028546.jpg,110,110,148,187,1.366053167979877
028548.jpg,108,107,148,167,2.0102322877278573
028550.jpg,129,118,170,223,0.9926141338636334
028551.jpg,110,118,199,219,0.9671137006358522
028552.jpg,105,104,173,269,2.2564628357944034
028553.jpg,123,115,162,186,2.288610918577186
028554.jpg,100,104,150,163,0.5017792637606843
028555.jpg,106,119,175,208,0.6682632173290298
028556.jpg,111,131,183,213,2.6258262347574175
028557.jpg,110,109,190,241,2.4919683015189826
028558.jpg,106,118,221,254,0.25200716085276664
028559.jpg,116,109,183,222,1.2102854084533605
028561.jpg,119,121,168,194,0.0884101488074726
008253.jpg,116,113,204,223,1.7828203017140836
008255.jpg,117,111,179,204,2.3586736268511
008258.jpg,105,117,186,196,1.56992161153486
008260.jpg,132,108,171,213,2.555068707755102
008261.jpg,111,122,218,250,2.9720877765284297
008262.jpg,112,113,187,223,0.3702895465216025
008263.jpg,106,111,147,165,2.1580166892546435
008264.jpg,115,110,191,226,1.4495031875794555
008265.jpg,103,109,205,228,2.251804434415637
008266.jpg,110,109,155,203,1.6630693990859076
008267.jpg,106,111,152,219,1.2045786537114844
008268.jpg,116,121,218,248,0.31646233378016625
008269.jpg,107,117,203,207,2.5417885886633127
008271.jpg,92,193,79,305,1.6138372710683213
008273.jpg,117,114,148,195,1.7866134420546833
008274.jpg,109,107,197,204,2.7462844729711184
008276.jpg,105,100,131,203,1.0405726716689165
008277.jpg,124,105,191,211,0.8748266467491184
008279.jpg,112,98,180,240,1.151944071085213
008280.jpg,114,109,178,209,0.834609518758532
008281.jpg,126,112,188,257,1.189381324950947
008284.jpg,120,118,233,243,1.6767208959917084
008285.jpg,103,125,145,176,1.692342732630004
008286.jpg,119,90,202,233,1.202689140918073
008287.jpg,113,130,204,210,0.6772617723362986
008289.jpg,105,100,175,235,2.1357143130218836
008290.jpg,113,111,181,210,2.2404921250533074
008291.jpg,119,119,199,222,2.2011748126160313
008292.jpg,126,103,220,234,2.4558401244870764
008294.jpg,105,109,151,183,1.5565743807836008
035473.jpg,115,120,198,225,3.1056080209406427
035475.jpg,109,113,161,202,2.0664536157102473
035476.jpg,103,108,168,222,0.7192162800430253
035477.jpg,117,115,159,224,1.1451195876338303
035478.jpg,123,120,212,251,0.06986677451908943
035479.jpg,124,146,115,188,1.3032875210927808
035480.jpg,112,114,177,221,2.1601440223333985
035482.jpg,119,99,183,221,0.5405986316531426
035483.jpg,131,116,159,202,2.1563492840961445
035484.jpg,104,120,171,207,0.7192799295930783
035485.jpg,110,111,204,242,2.884579232585625
035486.jpg,106,133,218,234,2.9612351287702476
035487.jpg,115,116,129,205,1.5448692551604846
035488.jpg,111,120,206,229,0.03631531403275444
035490.jpg,121,108,161,183,1.4121303822121012
035491.jpg,115,113,168,194,2.055012143035049
035493.jpg,129,104,162,214,0.7697739964931987
036211.jpg,117,112,172,227,1.2718169464913145
036212.jpg,108,146,139,209,1.2992381846553154
036214.jpg,107,97,129,162,1.5574797223961734
036215.jpg,120,119,208,227,0.39615459979212925
036216.jpg,109,98,174,218,1.1872771613736757
036218.jpg,105,106,147,249,1.2497281557779791
036219.jpg,106,111,169,181,1.0825121990945117
036220.jpg,112,131,195,212,2.1539202148658836
036221.jpg,91,108,208,253,1.6020298800593458
036223.jpg,110,121,208,233,3.0958952061290144
036224.jpg,112,119,167,207,1.9955974185895446
036226.jpg,107,110,184,219,0.623955274167
036227.jpg,112,117,192,207,2.6690796992858306
036228.jpg,122,124,185,234,3.01205623185223
036231.jpg,105,100,187,206,2.6340969478387675
036232.jpg,109,101,158,171,1.899580074963937
036233.jpg,107,128,214,227,0.16567605036215644
036235.jpg,97,93,139,202,1.3291105962866252
036236.jpg,115,118,104,155,1.758448516156278
031985.jpg,156,109,90,267,3.06889101899172
032030.jpg,115,114,202,210,2.866967748296931
032068.jpg,100,118,164,192,0.6002972157813357
032107.jpg,113,107,233,254,1.209509762785875
032143.jpg,103,108,150,190,1.8390935613377302
032210.jpg,119,108,204,228,1.4234790437233105
032237.jpg,187,107,65,168,0.01227036075853957
032274.jpg,103,137,177,228,1.4740577991460952
032326.jpg,111,108,190,217,1.9548040491180927
032369.jpg,122,107,168,211,2.045644873374859
032391.jpg,113,112,217,234,2.4874345360792316
032422.jpg,101,108,195,198,1.4184611155973832
032461.jpg,108,124,235,246,1.9590720310810534
032493.jpg,115,111,161,212,2.0235002894366865
032527.jpg,114,127,218,231,2.6903194742436485
032559.jpg,105,115,190,223,1.7160001252253958
000603.jpg,105,111,198,233,1.5098755847529526
001226.jpg,110,88,218,224,1.9618318649187028
001836.jpg,104,125,228,236,0.5872289511542623
002438.jpg,123,92,147,241,2.236847322785425
003107.jpg,108,117,167,188,1.0984590745438516
003803.jpg,102,111,215,252,2.7849690183333915
004337.jpg,114,119,148,191,1.4345492717425519
004980.jpg,111,112,209,217,1.4519418441896415
005559.jpg,111,106,195,231,1.827388435714614
006114.jpg,111,120,193,222,0.8912606143618338
006652.jpg,104,107,232,257,1.2763532419341008
007194.jpg,114,126,215,239,0.4399025467559426
008172.jpg,118,114,160,211,1.1823445875606853
009365.jpg,112,98,120,206,1.0298816112098754
010003.jpg,121,114,105,220,1.5032734752525916
011253.jpg,130,200,66,185,1.560992698190097
011874.jpg,113,108,128,177,1.6114064707833513
012488.jpg,98,102,158,202,1.5763182581571216
013084.jpg,114,111,150,173,0.8558869108667474
014176.jpg,125,105,161,233,1.2466496747159022
014752.jpg,112,90,210,259,1.683488654111872
017514.jpg,133,18,59,160,1.5889977012650431
013755.jpg,118,114,207,223,2.255278261741536
013756.jpg,107,112,157,197,0.981585650894479
013757.jpg,106,112,225,271,2.4128093002257947
013758.jpg,114,124,227,235,2.004831263879122
013759.jpg,110,105,191,218,2.0958702273209906
013760.jpg,88,127,162,238,0.9204390727920961
013766.jpg,102,114,195,218,2.8912709574566673
013767.jpg,118,107,160,188,1.9051954832804237
013768.jpg,112,111,165,193,2.0107649199458733
013769.jpg,113,108,231,246,3.0635596368054907
013770.jpg,106,120,186,236,1.7575028276531908
013773.jpg,131,109,179,226,1.9552320191052686
013774.jpg,114,111,199,223,1.1243590485141721
013776.jpg,115,112,181,199,1.3320774908990278
013777.jpg,115,118,199,230,2.7220616912763025
013778.jpg,111,112,204,221,0.5997578590815673
025546.jpg,110,101,124,212,0.9362888094406756
025547.jpg,125,106,210,247,1.146867420257249
025548.jpg,106,118,136,210,2.0260879499098623
025549.jpg,106,97,131,189,0.9024203245937018
025550.jpg,115,114,173,258,2.230473845664647
025551.jpg,116,116,192,204,1.3951621844847157
025552.jpg,113,98,198,222,0.9302681345853061
025553.jpg,130,111,175,205,1.1158587043678299
025555.jpg,98,39,75,147,1.0338996555045323
025556.jpg,110,103,202,232,0.30747852602743375
025557.jpg,105,75,114,165,1.4007597496218989
025558.jpg,115,111,167,240,2.147688151598989
025559.jpg,105,101,184,227,0.7701512332616084
025560.jpg,114,119,129,196,1.1510853347917167
025561.jpg,117,106,188,210,0.6863667872081433
025562.jpg,119,113,160,203,1.8236493575441428
025563.jpg,114,115,215,240,3.140875464308235
025564.jpg,117,111,189,240,1.7011534016223675
025565.jpg,123,110,237,243,3.099571167381651
025567.jpg,109,112,172,217,2.310357759406555
025568.jpg,114,103,163,195,2.9913059459027687
025570.jpg,112,113,180,220,2.0944704698520447
025571.jpg,115,115,210,238,0.7156105596641399
025572.jpg,104,107,177,208,0.6228225651763621
025574.jpg,113,118,233,251,0.17543846654908715
025575.jpg,107,120,213,228,3.0925486779032205
025578.jpg,101,118,184,192,1.1035256719387
025579.jpg,115,120,197,218,2.969063490794536
025580.jpg,124,93,149,256,2.330086456761862
025582.jpg,110,102,217,225,1.2563612911050395
025583.jpg,118,109,112,199,1.0700751702248144
006795.jpg,112,112,204,219,2.878923477378624
006798.jpg,108,111,162,212,1.8444579667214769
006800.jpg,116,104,190,205,0.850027956468573
006802.jpg,118,125,213,225,2.0256252256704608
006803.jpg,121,98,153,211,1.043703284109332
006806.jpg,117,106,151,157,0.4936188721274907
006808.jpg,117,87,197,223,0.8437266510133364
006809.jpg,114,101,172,209,2.4026291006428573
006812.jpg,137,89,171,222,0.7957882866533107
006813.jpg,102,106,195,211,1.199848746457449
006816.jpg,112,123,227,233,0.03710375951822921
006819.jpg,112,122,184,243,0.15305523008773006
006820.jpg,93,101,157,221,2.540205073079152
006821.jpg,111,110,178,244,2.206665318677393
003496.jpg,108,108,170,231,0.8480381756601203
003497.jpg,120,107,150,192,0.6294715463119084
003498.jpg,101,111,207,213,1.9902621748197347
003499.jpg,117,113,210,219,1.997753780124182
003500.jpg,101,109,147,208,1.13230685331335
003502.jpg,119,108,131,212,1.4855836940278493
003503.jpg,113,111,198,250,1.135214625749553
003504.jpg,110,87,202,213,0.25132490891575876
003505.jpg,110,108,159,202,1.7454245931613541
003506.jpg,110,104,160,201,2.0713833932040933
003507.jpg,110,116,226,239,0.5476135644119794
003508.jpg,53,114,94,192,3.0382742538357332
003510.jpg,109,114,191,228,2.991931522442828
003511.jpg,110,116,148,189,2.185756441485018
003512.jpg,110,118,204,224,1.976963946232533
003513.jpg,106,110,173,256,2.3361507408800812
003514.jpg,101,110,157,202,1.197191444321768
003515.jpg,85,93,164,220,1.5636148465993889
003516.jpg,101,107,171,238,2.341318871291489
003519.jpg,103,108,163,228,2.012906367778406
003520.jpg,110,118,199,207,2.3661600389914215
003521.jpg,109,106,212,227,1.2554579468632847
003522.jpg,123,84,176,232,1.2562804641659557
003523.jpg,132,108,162,230,1.5124744305027062
003524.jpg,112,116,135,168,2.053703465675384
003526.jpg,92,105,196,225,0.5993722999347512
003527.jpg,126,109,193,229,1.2744016774872908
003528.jpg,111,111,168,215,1.1678890823217896
003529.jpg,123,111,178,219,0.9746258788597204
023269.jpg,113,110,174,221,1.374362363738979
023270.jpg,111,108,153,242,0.9070347172354549
023272.jpg,116,104,201,208,0.4731781453652374
023273.jpg,100,108,159,231,1.0461684391723638
023274.jpg,118,112,196,221,2.2752407846405522
023275.jpg,121,105,163,204,1.0944309768160796
023276.jpg,116,116,164,205,1.9865356135063867
023277.jpg,125,101,194,219,0.7884355651997108
023279.jpg,118,115,191,238,1.7278008583316458
023281.jpg,110,114,219,241,2.4934530138267017
023283.jpg,125,108,179,201,2.180376456608894
023287.jpg,111,119,190,201,0.009864728386168293
023289.jpg,39,26,79,111,1.2806430618180005
023290.jpg,124,114,154,205,1.4704506806076374
023291.jpg,113,119,188,254,2.4041348519231884
023295.jpg,109,115,174,228,2.3552517311664567
023296.jpg,109,106,194,210,2.1876286437313435
023298.jpg,95,116,183,217,0.83370271240736
023299.jpg,119,88,163,202,1.3571487557171429
023300.jpg,116,143,197,236,1.6256100409831253
023301.jpg,118,117,179,198,1.3205153770264488
023302.jpg,105,116,229,264,2.088399794147209
023303.jpg,118,103,218,246,1.4718720096814126
022217.jpg,117,122,199,211,2.0913312687171137
022219.jpg,112,114,200,223,0.7079642247003588
022220.jpg,118,136,197,223,1.8416559217805502
022222.jpg,105,122,142,196,1.7708130404652977
022224.jpg,99,104,178,188,2.1139949027517426
022225.jpg,117,114,164,194,0.704683942606681
022228.jpg,104,104,183,223,2.766946608288498
022231.jpg,110,107,158,221,1.995222312350007
022232.jpg,114,115,208,239,0.09247707875288942
022233.jpg,102,118,234,253,2.903307646635499
022234.jpg,115,119,158,179,0.8435221868206456
022235.jpg,112,113,196,257,0.11795202885798994
022236.jpg,124,112,173,219,2.2830342592545603
022237.jpg,119,113,164,210,1.7050978095128841
022238.jpg,97,105,156,226,1.5375663348192694
004455.jpg,111,116,210,257,0.5117384875521718
004456.jpg,109,112,167,213,1.5860439893000362
004458.jpg,100,99,196,228,2.8514431170384236
004459.jpg,93,97,179,203,2.317273722441382
004460.jpg,115,113,190,219,1.6288598964613492
004461.jpg,117,112,170,215,1.9447199896505076
004463.jpg,109,114,200,217,0.7544636831234148
004464.jpg,108,112,198,219,0.7340011517297366
004465.jpg,114,118,136,201,2.3169059398948417
004466.jpg,63,89,85,124,0.054407440641558905
004467.jpg,97,111,188,267,2.1135565464363157
004468.jpg,116,96,236,263,1.4960037112669475
004469.jpg,115,110,228,238,1.8605788797480534
004470.jpg,107,97,154,258,0.728206912146051
004471.jpg,114,97,230,234,2.147080817712397
004472.jpg,113,107,179,213,1.8193523471253
004474.jpg,114,111,159,192,1.9771728712200498
004476.jpg,111,118,201,215,0.32454852308748744
004478.jpg,115,119,156,184,1.1652951634200526
004480.jpg,114,118,198,218,1.2003266507150638
004482.jpg,138,117,121,147,1.9646301814341036
004483.jpg,121,113,173,184,2.9825026006034028
004485.jpg,133,118,166,236,2.268616704061198
004486.jpg,112,119,219,228,2.89758131765961
004487.jpg,102,117,195,220,0.26947749760368644
005015.jpg,94,107,144,201,1.207018375586106
005055.jpg,112,119,158,176,1.464270682140054
005114.jpg,112,117,195,222,0.7518779534420298
005162.jpg,105,111,135,181,1.0678594867768956
005198.jpg,113,114,196,231,2.1432318841469593
005231.jpg,133,99,175,188,2.948763811701516
005258.jpg,123,92,175,247,1.3230144873933793
005295.jpg,131,117,214,248,0.6092754641852925
005327.jpg,120,111,180,200,1.0234621945602937
005369.jpg,118,129,200,246,1.3845080753857992
005399.jpg,107,112,172,251,1.0851990623182926
005429.jpg,109,115,213,238,2.528679444513507
005458.jpg,114,107,181,193,1.7898835375571915
005505.jpg,111,102,197,226,1.7592720987233847
021865.jpg,113,113,149,177,1.8136975240246802
021866.jpg,110,122,131,160,1.862430176179822
021867.jpg,126,112,218,235,1.5380435732866116
021868.jpg,99,109,172,213,1.1801583986218394
021870.jpg,107,126,179,205,0.17773825595318188
021871.jpg,90,92,121,194,2.358411838115945
021872.jpg,115,113,203,227,1.826984434177249
021875.jpg,116,109,196,220,1.8657221096032692
021877.jpg,112,109,178,259,0.35507673813722923
021879.jpg,118,113,143,183,1.4696804944203867
021880.jpg,123,111,179,212,1.495078262788145
021882.jpg,117,108,130,199,2.099808909415163
021885.jpg,107,12,42,168,1.598553256414302
021886.jpg,112,101,164,219,0.8769322084859622
021887.jpg,120,117,232,248,0.23182933802437458
021888.jpg,112,125,214,227,2.931600537424282
021889.jpg,112,113,179,199,0.7803239094144658
021891.jpg,127,109,187,211,1.2409748779071068
001562.jpg,120,121,211,271,0.3064021761833646
001563.jpg,106,111,199,211,2.4282875924813347
001564.jpg,106,108,154,184,1.5112314000639118
001566.jpg,114,106,138,190,1.243840172923923
001567.jpg,114,109,164,217,1.5578425780946967
001568.jpg,105,112,217,236,0.013133921950916788
001569.jpg,111,111,177,195,2.9396832313326726
001570.jpg,108,109,161,224,2.1342216112308945
001571.jpg,104,113,185,215,0.7751567776884668
001573.jpg,130,107,146,170,2.1162206396327763
001575.jpg,113,114,198,241,2.8514540359988927
001576.jpg,114,121,218,246,0.7526652504392845
001577.jpg,113,105,213,252,1.341807216783578
001578.jpg,87,15,52,138,1.622486019866408
001580.jpg,106,112,148,168,2.0577139199609347
001581.jpg,101,109,170,236,1.94025373534439
001582.jpg,109,111,179,186,2.1116973936793313
001583.jpg,112,83,114,198,1.0242638060484077
001584.jpg,126,102,176,205,1.3149584250958894
001585.jpg,110,106,172,178,1.6675204733738114
022553.jpg,122,121,173,208,1.306605686652965
022555.jpg,105,113,175,197,2.6084661528756268
022556.jpg,109,112,207,243,3.090818688459105
022557.jpg,109,110,157,177,2.621357983080482
022558.jpg,123,116,240,269,0.7382855121334014
022559.jpg,118,110,166,245,0.8937743721147596
022560.jpg,112,107,207,216,2.1093916288075407
022563.jpg,125,117,206,251,0.031151821266713696
022564.jpg,110,114,191,200,0.13783431570678886
022568.jpg,106,107,177,256,2.18425255441745
022569.jpg,111,121,137,167,1.7691200689603344
022570.jpg,99,113,140,202,1.376330040310384
022571.jpg,113,99,211,232,0.6752092075051472
022572.jpg,116,106,177,190,2.3028329977465365
022573.jpg,112,114,194,249,0.6746564684209013
022574.jpg,114,116,220,245,0.3796209633756175
022577.jpg,121,109,119,149,1.412325591920004
022578.jpg,108,114,167,203,2.0473318527673694
022579.jpg,111,117,230,244,2.9622335478629185
022580.jpg,107,118,168,188,0.8239491512310538
021091.jpg,58,210,43,225,1.6081737926941586
021092.jpg,119,121,196,198,2.9841026277863225
021093.jpg,108,122,197,233,3.01847205323434
021096.jpg,109,120,190,207,0.942944714795056
021097.jpg,119,104,169,208,2.423142365255302
021099.jpg,99,112,190,209,1.9645232555163368
021100.jpg,105,113,222,242,2.475846855860188
021101.jpg,112,109,166,204,1.7621887927492395
021103.jpg,101,117,201,252,0.0371020700754127
021105.jpg,123,121,213,246,1.3163820178565913
021106.jpg,105,104,182,269,2.164686043572529
021107.jpg,122,114,163,200,1.4781320361397527
021108.jpg,165,195,77,167,1.4456268234547909
021109.jpg,112,115,214,243,2.6363526452820643
021111.jpg,105,108,179,221,1.82327025656297
021112.jpg,127,108,184,243,0.8384545241613611
021113.jpg,113,119,172,176,0.8332113591862403
021114.jpg,119,114,212,228,2.510629870225495
021117.jpg,116,110,202,226,2.1885041579397067
021118.jpg,119,110,146,182,1.9173605368237965
021120.jpg,127,114,158,201,2.0415089842019656
021123.jpg,109,108,179,211,1.8614749002968105
021124.jpg,110,114,196,220,0.7167736286912048
021126.jpg,109,109,190,204,1.2690022515352095
021127.jpg,103,108,154,234,2.1055593399989165
024733.jpg,97,116,177,251,2.090794508599408
024737.jpg,116,125,198,235,2.7176951723530087
024738.jpg,110,110,161,230,1.196111266183632
024739.jpg,103,111,186,232,1.8199411720423164
024740.jpg,113,112,171,221,0.8783170522528034
024741.jpg,114,106,211,216,1.5190917200212808
024743.jpg,101,95,189,212,0.9169572559829265
024744.jpg,108,116,164,192,1.4949385799889705
024745.jpg,114,119,213,240,3.1245694615858977
024746.jpg,117,128,199,218,1.8732315580870198
024747.jpg,114,111,174,205,0.47268276411296906
024748.jpg,110,119,203,231,0.6205361082224745
024749.jpg,134,115,190,211,1.7079966603594352
024753.jpg,190,158,35,115,0.049969082947860094
024754.jpg,108,108,178,206,1.6729214972225466
024755.jpg,109,116,195,216,0.31680984301290793
024756.jpg,132,99,202,244,2.216433527239695
024757.jpg,119,128,226,240,3.134194924713771
022444.jpg,110,115,214,237,2.702721282807929
022507.jpg,119,111,171,230,2.0784523548435447
022607.jpg,109,115,141,252,2.4789917827914625
022642.jpg,104,114,196,207,1.8191054720922497
022665.jpg,116,115,185,227,0.4830688260481691
022726.jpg,120,115,162,217,1.8365547698705578
022754.jpg,113,112,196,221,1.3471456563466961
022779.jpg,108,115,165,208,0.870069774989046
022869.jpg,112,92,189,233,2.446202410818189
022898.jpg,115,114,174,216,1.0497469953081304
022943.jpg,138,108,182,185,0.8610376641520422
022978.jpg,120,112,190,246,1.637966575808875
023011.jpg,107,120,170,181,1.3624391252225851
004819.jpg,111,104,187,206,1.6075472840477176
004820.jpg,113,109,178,223,1.3572257210726462
004822.jpg,111,113,209,242,0.17147771350738042
004823.jpg,117,104,150,209,1.2691512553981996
004824.jpg,109,103,161,250,2.0190967525742405
004825.jpg,116,114,220,242,1.621559639281224
004827.jpg,113,116,138,180,1.3254819061433376
004829.jpg,97,107,137,221,1.7565661938978097
004832.jpg,124,97,134,184,1.2075364935761808
004835.jpg,113,106,200,223,0.2653219343282404
004836.jpg,124,118,188,201,1.2979747810341817
004837.jpg,105,112,178,195,1.5963066137187112
004838.jpg,128,114,215,239,1.1607127952904077
004839.jpg,102,107,152,178,1.7820707550252808
004840.jpg,112,106,148,178,0.19401125212275888
004842.jpg,116,112,191,240,1.821978223960118
004844.jpg,124,110,219,241,2.969614232507964
004845.jpg,77,97,159,184,1.0746782444319345
004849.jpg,107,109,180,220,2.0731679774505554
004851.jpg,121,110,191,197,0.924036404213548
004853.jpg,115,107,176,182,1.4987214671593736
013397.jpg,110,118,179,243,2.4053961250154496
013398.jpg,208,68,51,160,3.093865611062265
013399.jpg,107,104,161,213,2.6356762023651843
013400.jpg,207,134,41,148,0.02974665009061462
013401.jpg,114,116,207,239,2.9844778671839145
013402.jpg,108,102,185,221,1.4087713371291843
013403.jpg,119,112,171,182,3.1409162106729127
013405.jpg,123,108,154,229,1.374925755467585
013406.jpg,107,114,201,248,2.776322533222231
013407.jpg,112,110,157,167,2.042497682756658
013408.jpg,120,111,169,189,0.14870793585855513
013409.jpg,107,140,184,188,3.085028443617055
013411.jpg,106,110,163,196,1.99614629609021
013412.jpg,129,107,129,197,1.5015369610638054
013413.jpg,109,113,186,249,1.2265886148565532
013414.jpg,115,104,131,172,1.7058252519646393
013416.jpg,115,119,193,219,1.898118132683538
013419.jpg,92,113,173,239,2.459716621769796
013420.jpg,104,130,186,216,0.4529692467758755
013421.jpg,113,109,179,217,1.0792905065448155
013422.jpg,114,115,176,208,0.8028432001180122
013423.jpg,107,95,161,185,2.319106509903574
013425.jpg,114,111,178,236,1.4251616289000224
013426.jpg,112,112,193,210,0.7950145717776154
014199.jpg,117,107,198,238,1.7939568424444678
014236.jpg,117,118,213,236,2.3476036651479673
014380.jpg,119,106,170,195,1.6837971813241577
014417.jpg,116,107,175,240,1.0444014983681233
014448.jpg,108,102,182,232,2.1621624321235697
014482.jpg,112,119,182,189,0.3477197223363717
014504.jpg,106,116,212,243,2.8049445907217487
014525.jpg,105,90,208,224,2.207056270725417
014548.jpg,117,114,172,227,2.4673614919949776
014569.jpg,116,125,182,193,2.8604957342158204
014599.jpg,124,203,58,214,1.590014895643399
014633.jpg,113,114,198,219,0.8886378667412965
014658.jpg,118,108,197,211,0.6143174939190851
014686.jpg,106,112,211,270,2.5612333930464173
014727.jpg,128,116,190,214,1.573065606359753
003147.jpg,134,118,179,214,1.9001265556196214
003148.jpg,113,117,185,207,1.7622035732932895
003149.jpg,115,112,191,243,1.128765781169926
003150.jpg,120,106,152,209,0.3994232971350652
003151.jpg,111,116,203,214,2.780081318784769
003152.jpg,111,121,212,251,0.3359037759223945
003153.jpg,122,86,186,245,1.401536327395766
003154.jpg,128,110,183,218,1.1306350539390528
003155.jpg,111,113,160,183,1.1834576557382839
003156.jpg,139,113,127,152,1.9462284040919282
003158.jpg,36,102,50,189,3.081619597421754
003159.jpg,129,83,112,162,2.5871246451641676
003160.jpg,108,106,176,227,0.6968160992192326
003164.jpg,121,110,205,215,0.3118360900715623
003165.jpg,112,119,229,262,0.9928177991079973
003166.jpg,113,112,190,249,0.18126120195643639
003167.jpg,124,112,134,259,1.3106370467530724
003168.jpg,116,108,212,216,3.054519270169107
017018.jpg,124,110,231,248,3.016959910367393
017019.jpg,102,101,176,218,1.083156684078311
017021.jpg,118,71,165,214,1.0608610323273038
017022.jpg,114,102,176,220,2.0579195159970887
017023.jpg,104,111,144,172,1.7372269838519268
017024.jpg,110,114,183,238,1.6819093995854548
017026.jpg,163,176,68,134,0.25131272495377166
017027.jpg,108,114,194,222,2.243884193333741
017029.jpg,105,115,205,243,0.07729088533466014
017030.jpg,129,128,213,221,0.04134325397990476
017031.jpg,106,118,219,262,2.6939866470646874
017032.jpg,124,105,173,227,0.9416757185356334
017033.jpg,94,107,188,218,1.1921968188553789
017035.jpg,151,124,179,225,0.09066255891129915
017036.jpg,121,128,198,219,2.8432208734889124
017037.jpg,111,104,183,194,1.76492412550486
017038.jpg,125,114,153,223,1.4652516575275847
017042.jpg,119,100,145,257,0.7541773933062313
017044.jpg,121,107,109,149,1.5946036553596599
017045.jpg,110,110,201,229,0.3944108950683998
017050.jpg,109,103,168,270,2.2535759691727577
027810.jpg,99,94,162,187,2.069483494082431
027812.jpg,120,135,205,224,0.9267866506712727
027813.jpg,99,99,103,190,1.0089814558700696
027815.jpg,112,107,165,225,2.084423561481666
027816.jpg,121,106,188,253,1.171326158024646
027817.jpg,112,120,228,247,3.0521807484159087
027818.jpg,104,117,192,207,1.6228095939388525
027819.jpg,119,102,172,237,2.0315435685609438
027820.jpg,104,109,119,165,1.896302123136213
027822.jpg,131,114,186,226,2.1882082807425993
027823.jpg,112,116,162,222,1.0050677409111164
027824.jpg,128,104,225,266,2.589582742850311
027825.jpg,120,112,199,243,1.1554021857606807
027826.jpg,121,106,153,217,1.0441711349338316
027827.jpg,112,116,201,214,1.362514625839489
027828.jpg,109,113,208,249,0.4925596996724526
027829.jpg,108,99,179,219,2.210179093419644
027830.jpg,117,110,159,220,1.663449698489571
027831.jpg,105,106,181,210,1.718128257252478
027832.jpg,118,114,200,220,1.9102444372330503
027833.jpg,116,123,235,239,1.880059636805874
027834.jpg,117,124,197,204,0.5883388901175801
027835.jpg,137,136,66,127,2.227783653489504
031474.jpg,105,119,212,246,0.3365653717161975
031476.jpg,97,112,127,156,1.9051997443381676
031478.jpg,122,105,159,228,1.525069850878236
